trans_date_trans_time,merchant,category,amt,gender,state,job,is_fraud
2/25/19 0:15,fraud_Dach-Nader,misc_net,170.11,M,MN,Communications engineer,0
2/21/19 6:34,fraud_Larson-Moen,entertainment,13.27,M,VA,Health visitor,0
1/9/19 5:58,"fraud_Greenholt, Jacobi and Gleason",gas_transport,60.74,M,TX,"Designer, jewellery",0
1/22/19 14:07,fraud_Hoppe-Parisian,kids_pets,6.25,M,MI,"Doctor, hospital",0
2/4/19 20:50,fraud_Hills-Boyer,personal_care,3.78,M,TX,Futures trader,0
1/12/19 20:39,"fraud_Lubowitz, Terry and Stracke",personal_care,114.52,F,WY,Public librarian,0
2/17/19 5:10,fraud_Cummings Group,grocery_net,19.56,M,LA,Herbalist,0
1/20/19 9:40,fraud_Lesch Ltd,shopping_pos,170.88,M,TX,"Pharmacist, community",0
2/19/19 16:09,"fraud_Roberts, Daniel and Macejkovic",kids_pets,44.53,M,WY,Freight forwarder,0
2/12/19 22:42,fraud_Denesik and Sons,shopping_pos,1030.21,F,TN,Contracting civil engineer,1
1/9/19 23:04,fraud_Pfeffer and Sons,shopping_pos,1148.15,F,VA,"Engineer, automotive",1
1/25/19 12:44,"fraud_Schumm, McLaughlin and Carter",food_dining,74.49,F,MI,"Exhibitions officer, museum/gallery",0
1/10/19 20:57,fraud_Wilkinson PLC,kids_pets,119.16,F,CA,"Buyer, industrial",0
1/29/19 16:48,fraud_Nienow PLC,entertainment,8.21,M,WI,Mining engineer,0
2/22/19 19:44,fraud_Morissette PLC,shopping_pos,1.19,F,NC,Dispensing optician,0
1/13/19 0:06,fraud_Kiehn Inc,grocery_pos,114.41,F,MO,Investment analyst,0
1/21/19 17:40,fraud_Ratke and Sons,health_fitness,17.53,F,TX,Cytogeneticist,0
2/1/19 18:58,fraud_Kertzmann LLC,health_fitness,19.69,F,MN,Economist,1
2/7/19 16:40,"fraud_Weber, Thiel and Hammes",kids_pets,58.29,F,FL,Medical technical officer,0
3/3/19 0:24,fraud_Kunde-Sanford,misc_net,29.15,M,MT,Further education lecturer,0
1/6/19 20:01,fraud_Weber and Sons,food_dining,41.3,F,AZ,Contractor,0
1/18/19 11:27,fraud_Volkman-Predovic,shopping_net,111.0,M,PA,Race relations officer,0
1/2/19 21:57,fraud_Larkin Ltd,kids_pets,9.13,M,AL,Aid worker,0
1/18/19 6:03,fraud_Herman Inc,misc_pos,7.29,F,TN,"Designer, industrial/product",0
2/26/19 7:59,fraud_Huels-Hahn,gas_transport,43.13,F,TX,Early years teacher,0
1/15/19 19:00,fraud_Lynch-Wisozk,home,43.73,F,MO,Production manager,0
2/3/19 10:38,"fraud_Swift, Bradtke and Marquardt",grocery_net,22.42,M,FL,Environmental education officer,0
1/13/19 18:47,"fraud_Hahn, Bahringer and McLaughlin",personal_care,82.5,F,AR,"Physicist, medical",0
1/13/19 4:33,fraud_Jacobi and Sons,shopping_pos,3.75,F,CA,Wellsite geologist,0
1/16/19 20:37,fraud_Jast-McDermott,shopping_pos,5.52,M,MS,Chartered public finance accountant,0
1/9/19 21:35,fraud_Jast Ltd,shopping_net,73.61,M,FL,Quantity surveyor,0
1/22/19 20:46,fraud_Larkin Ltd,kids_pets,17.78,M,KS,Product/process development scientist,0
2/10/19 5:52,"fraud_Lockman, West and Runte",grocery_pos,105.63,M,MN,Land/geomatics surveyor,0
2/4/19 11:55,fraud_Schamberger-O'Keefe,grocery_pos,64.68,M,AL,Jewellery designer,0
2/25/19 20:34,fraud_Conroy Ltd,shopping_pos,175.8,M,NY,Metallurgist,0
1/31/19 4:35,fraud_Dickinson-Rempel,misc_pos,7.77,M,WV,Special effects artist,0
1/4/19 19:03,fraud_Berge-Hills,kids_pets,31.72,M,SC,Mechanical engineer,0
2/7/19 13:34,fraud_Gislason Group,travel,2.9,F,MI,Trade mark attorney,0
2/22/19 18:54,"fraud_Weber, Thiel and Hammes",kids_pets,237.55,F,CA,"Civil engineer, contracting",0
2/4/19 17:12,fraud_Cummerata-Hilpert,entertainment,14.81,F,WA,"Research officer, political party",0
2/18/19 5:24,fraud_Bauch-Raynor,grocery_pos,128.25,F,ND,"Designer, ceramics/pottery",0
1/27/19 3:04,fraud_Stoltenberg-Beatty,shopping_pos,740.2,F,IL,"Restaurant manager, fast food",1
1/1/19 15:20,fraud_Connelly-Carter,home,19.62,F,FL,Waste management officer,0
2/11/19 5:28,fraud_Friesen-D'Amore,gas_transport,60.25,M,ME,Audiological scientist,0
1/13/19 4:24,"fraud_Stroman, Hudson and Erdman",gas_transport,93.68,M,MS,"Librarian, academic",0
1/16/19 9:35,fraud_Auer-Mosciski,grocery_pos,91.47,M,PA,Event organiser,0
1/5/19 17:55,fraud_Little-Gleichner,travel,4.61,M,NV,Catering manager,0
1/1/19 21:26,fraud_Romaguera Ltd,health_fitness,21.53,F,WV,Building services engineer,0
2/12/19 22:22,fraud_Monahan-Morar,personal_care,50.92,F,TX,Radio producer,0
1/29/19 4:59,fraud_Lind-Buckridge,entertainment,3.53,F,VA,Purchasing manager,0
1/7/19 1:56,fraud_McDermott-Weimann,grocery_pos,106.86,M,OH,Accounting technician,0
1/3/19 13:19,fraud_Jakubowski Inc,home,100.51,F,SD,Neurosurgeon,0
2/27/19 4:30,"fraud_Quitzon, Green and Bashirian",shopping_pos,969.47,M,MN,Health and safety adviser,0
2/17/19 11:07,"fraud_Zieme, Bode and Dooley",gas_transport,64.32,F,FL,Television production assistant,0
1/11/19 8:44,fraud_Emard Inc,gas_transport,81.06,F,AR,Manufacturing engineer,0
1/15/19 9:05,fraud_Pagac LLC,shopping_pos,25.62,M,SC,Secondary school teacher,0
1/8/19 10:58,fraud_Conroy-Cruickshank,gas_transport,49.44,M,KS,Heritage manager,0
2/16/19 16:17,fraud_Schoen Ltd,kids_pets,18.37,M,NY,Lexicographer,0
1/1/19 23:43,fraud_Bernhard-Lesch,food_dining,20.95,F,MI,Learning disability nurse,0
2/15/19 12:09,fraud_Kihn-Schuster,food_dining,44.69,M,OH,Equities trader,0
2/16/19 18:36,fraud_Fadel-Hilpert,health_fitness,56.18,M,FL,Set designer,0
2/25/19 8:00,fraud_Connelly PLC,food_dining,27.6,F,CA,"Pharmacist, hospital",0
2/7/19 14:59,"fraud_Witting, Beer and Ernser",home,37.94,F,AL,Ceramics designer,0
1/1/19 2:21,"fraud_Johnston, Nikolaus and Maggio",grocery_net,41.01,F,CA,Chartered legal executive (England and Wales),0
2/16/19 23:35,"fraud_Welch, Rath and Koepp",entertainment,45.53,F,PA,Chief Marketing Officer,0
1/24/19 13:31,"fraud_O'Reilly, Mohr and Purdy",home,4.91,F,WA,"Research officer, political party",0
1/3/19 18:12,"fraud_Gutmann, McLaughlin and Wiza",home,2.58,F,KY,"Psychologist, counselling",0
2/19/19 12:36,fraud_Romaguera Ltd,health_fitness,153.99,F,TN,Prison officer,0
1/2/19 9:35,fraud_Kutch and Sons,grocery_pos,112.46,M,NV,Interpreter,0
2/28/19 17:48,fraud_Ruecker-Mayert,kids_pets,75.6,F,OH,Television floor manager,0
2/28/19 14:35,fraud_Conroy Ltd,shopping_pos,108.36,F,TX,Sports development officer,0
2/19/19 6:13,fraud_Padberg-Rogahn,entertainment,173.94,F,CA,Science writer,0
1/16/19 17:13,fraud_Fadel Inc,health_fitness,200.96,F,MO,Investment analyst,0
2/5/19 1:00,"fraud_Nitzsche, Kessler and Wolff",shopping_pos,88.22,F,SC,Chemical engineer,0
1/12/19 22:30,"fraud_McLaughlin, Armstrong and Koepp",travel,7.17,F,IL,Environmental consultant,0
2/28/19 22:15,fraud_Bauch-Blanda,entertainment,76.71,M,TX,Petroleum engineer,0
1/19/19 11:47,"fraud_Hayes, Marquardt and Dibbert",misc_net,2.7,M,TN,"Journalist, newspaper",0
1/29/19 18:29,fraud_Homenick LLC,personal_care,27.56,F,TX,Sub,0
2/5/19 20:55,"fraud_Weber, Thiel and Hammes",kids_pets,34.0,F,NC,English as a second language teacher,0
2/19/19 18:18,"fraud_Dare, Casper and Bartoletti",kids_pets,56.34,F,VA,"Teacher, English as a foreign language",0
1/29/19 2:18,"fraud_Willms, Kris and Bergnaum",shopping_pos,2.49,M,DC,"Optician, dispensing",0
1/31/19 12:48,fraud_Kertzmann LLC,health_fitness,7.82,M,NC,Control and instrumentation engineer,0
1/3/19 8:58,"fraud_Ferry, Reichel and DuBuque",grocery_net,37.03,M,FL,Sport and exercise psychologist,0
1/14/19 21:54,fraud_Hickle Group,shopping_pos,4.74,M,NM,IT consultant,0
1/21/19 18:49,fraud_Ernser-Lynch,food_dining,51.87,F,WA,Osteopath,0
1/23/19 16:53,"fraud_Hartmann, Rowe and Hermann",travel,9.65,F,OK,"Programme researcher, broadcasting/film/video",0
1/4/19 20:02,fraud_Reilly LLC,home,74.78,F,TX,Sub,0
3/1/19 18:05,fraud_Cruickshank-Mills,entertainment,52.59,M,CA,Call centre manager,0
2/5/19 16:06,fraud_Barton LLC,kids_pets,74.95,F,TN,Geochemist,0
1/24/19 17:14,"fraud_Hills, Hegmann and Schaefer",health_fitness,35.84,M,VA,"Designer, ceramics/pottery",0
1/8/19 11:55,fraud_Marks Inc,gas_transport,57.25,F,KY,Chief Financial Officer,0
1/25/19 0:03,"fraud_Kohler, Lindgren and Koelpin",grocery_net,50.29,M,CA,Early years teacher,0
2/14/19 13:13,fraud_Brown-Greenholt,entertainment,65.24,M,WY,"Administrator, local government",0
2/27/19 5:12,fraud_Huel Ltd,misc_net,92.82,F,NC,Toxicologist,0
2/4/19 18:59,fraud_Hermann and Sons,shopping_pos,5.81,M,CO,Further education lecturer,0
2/8/19 18:42,"fraud_Bahringer, Bergnaum and Quitzon",home,74.0,M,WY,"Lecturer, higher education",0
2/4/19 1:55,fraud_Parisian and Sons,gas_transport,13.08,M,TX,Video editor,1
2/7/19 3:15,fraud_Schamberger-O'Keefe,grocery_pos,113.77,F,WY,Educational psychologist,0
2/25/19 20:34,fraud_Botsford and Sons,home,23.57,F,TX,Systems developer,0
1/25/19 14:54,fraud_Labadie LLC,personal_care,3.88,F,NC,Call centre manager,0
2/4/19 6:10,fraud_McDermott-Weimann,grocery_pos,195.72,F,KY,Advertising account executive,0
2/7/19 1:43,"fraud_Towne, Walker and Borer",grocery_net,35.09,M,NC,Paramedic,0
2/25/19 13:20,"fraud_Metz, Russel and Metz",kids_pets,56.22,M,VT,"Development worker, community",0
2/25/19 0:28,"fraud_Schoen, Kuphal and Nitzsche",grocery_pos,287.45,F,NY,Comptroller,1
2/17/19 10:21,fraud_Hudson-Grady,shopping_pos,8.5,M,CA,Chemical engineer,0
2/5/19 2:33,"fraud_Casper, Hand and Zulauf",grocery_pos,92.35,M,IL,Radio broadcast assistant,0
2/12/19 1:53,"fraud_Schoen, Kuphal and Nitzsche",grocery_pos,202.03,F,VT,"Scientist, marine",0
1/22/19 21:10,fraud_Schimmel-Olson,kids_pets,17.17,F,PA,"Scientist, research (maths)",0
3/3/19 8:03,"fraud_Greenfelder, Bartoletti and Davis",misc_net,5.96,F,OK,Research scientist (life sciences),0
2/18/19 1:22,"fraud_Swaniawski, Lowe and Robel",shopping_pos,137.76,M,PA,Charity fundraiser,0
1/14/19 17:17,fraud_Botsford and Sons,home,39.33,M,MI,Emergency planning/management officer,0
1/3/19 23:44,"fraud_Torp, Muller and Borer",health_fitness,14.54,F,TX,Sub,0
1/15/19 22:36,"fraud_Douglas, DuBuque and McKenzie",travel,4.19,M,MA,Artist,0
2/21/19 2:30,fraud_Kling Inc,gas_transport,84.31,F,CT,Comptroller,0
1/16/19 17:31,fraud_Daugherty-Thompson,food_dining,68.04,F,TX,Corporate investment banker,0
1/5/19 2:57,fraud_Corwin-Collins,gas_transport,44.6,F,MO,Investment analyst,0
2/21/19 17:21,fraud_Will Ltd,food_dining,84.37,F,MD,Regulatory affairs officer,0
1/8/19 19:44,"fraud_Gutmann, McLaughlin and Wiza",home,37.51,F,AR,"Engineer, control and instrumentation",0
2/3/19 10:41,"fraud_Greenholt, Jacobi and Gleason",gas_transport,53.38,F,IL,"Psychotherapist, child",0
2/4/19 16:59,"fraud_Yost, Schamberger and Windler",kids_pets,33.81,M,NC,Paramedic,0
1/8/19 8:01,fraud_Deckow-O'Conner,grocery_pos,48.81,M,KS,Theatre director,0
1/1/19 8:40,fraud_Wolf Inc,grocery_pos,109.09,M,IA,Commercial horticulturist,0
2/14/19 8:30,fraud_Bins-Rice,gas_transport,44.8,M,NY,Heritage manager,0
2/7/19 0:57,fraud_Miller-Hauck,grocery_pos,72.14,F,FL,"Pilot, airline",0
2/14/19 8:24,fraud_Emard Inc,gas_transport,76.03,M,WY,Freight forwarder,0
2/19/19 0:05,"fraud_Casper, Hand and Zulauf",grocery_pos,217.24,F,AR,"Engineer, control and instrumentation",0
2/3/19 12:34,fraud_Pollich LLC,home,51.77,F,IL,Race relations officer,0
2/17/19 20:41,"fraud_Yost, Schamberger and Windler",kids_pets,38.59,M,MA,"Production assistant, radio",0
1/14/19 1:56,"fraud_Mosciski, Gislason and Mertz",grocery_pos,143.41,M,MT,Further education lecturer,0
2/13/19 16:44,fraud_Quitzon-Goyette,home,14.8,F,AL,Chemical engineer,0
1/15/19 23:23,"fraud_Altenwerth, Cartwright and Koss",shopping_net,1062.87,M,NC,"Scientist, research (maths)",1
1/29/19 16:09,fraud_Bernier and Sons,kids_pets,26.43,M,OH,Barrister's clerk,0
2/23/19 4:36,"fraud_Rowe, Batz and Goodwin",grocery_pos,36.88,M,KY,Surgeon,0
1/15/19 15:33,fraud_Lynch-Wisozk,home,119.4,F,TX,Financial adviser,0
1/3/19 21:13,fraud_Bogisich-Weimann,kids_pets,91.58,F,FL,"Geneticist, molecular",0
2/21/19 21:12,fraud_Donnelly LLC,entertainment,25.76,M,MD,Operations geologist,0
1/3/19 22:00,fraud_Hammes-Beatty,kids_pets,54.1,M,GA,"Engineer, structural",0
2/6/19 17:28,fraud_Goyette-Herzog,travel,7.85,F,TX,"Engineer, mining",0
1/14/19 1:37,fraud_Kilback LLC,grocery_pos,135.7,M,UT,Geoscientist,0
2/8/19 9:13,"fraud_Schoen, Kuphal and Nitzsche",grocery_pos,299.18,M,WI,Television/film/video producer,1
1/17/19 13:15,"fraud_Lesch, D'Amore and Brown",food_dining,44.54,F,WA,"Research officer, political party",0
2/24/19 21:20,fraud_Lesch Ltd,shopping_pos,6.36,F,PA,Chief Marketing Officer,0
2/13/19 15:55,fraud_Larson-Moen,entertainment,9.68,F,TX,Building surveyor,0
2/12/19 13:53,fraud_Renner Ltd,home,25.87,F,CA,Health physicist,0
1/16/19 20:29,fraud_Padberg-Sauer,home,55.86,F,TX,Multimedia programmer,0
1/6/19 6:55,"fraud_Little, Gutmann and Lynch",shopping_net,228.74,M,OH,Barrister's clerk,0
2/2/19 10:28,fraud_Roberts-Beahan,misc_pos,1.24,F,AR,"Lecturer, further education",0
2/6/19 18:31,fraud_Heathcote LLC,shopping_net,60.18,F,FL,Paramedic,0
2/26/19 17:41,fraud_Zulauf LLC,personal_care,3.89,F,FL,Television production assistant,0
2/4/19 14:06,"fraud_Baumbach, Feeney and Morar",shopping_net,7.18,M,NC,Paramedic,0
2/7/19 23:37,fraud_Terry Ltd,home,40.82,M,NM,"Therapist, art",0
1/30/19 10:12,fraud_Stracke-Lemke,grocery_pos,86.1,M,IN,Energy engineer,0
2/13/19 23:26,fraud_Johnston-Casper,travel,7.91,F,SC,Lawyer,0
2/4/19 3:51,fraud_Cummings LLC,gas_transport,53.43,M,NY,Travel agency manager,0
2/15/19 15:00,"fraud_Okuneva, Schneider and Rau",shopping_pos,2.24,F,HI,"Scientist, research (maths)",0
1/3/19 22:09,"fraud_Conroy, Balistreri and Gorczany",health_fitness,83.95,M,KS,Clinical cytogeneticist,0
2/4/19 5:27,fraud_Luettgen PLC,gas_transport,84.02,F,ND,Industrial/product designer,0
1/4/19 23:21,fraud_Hyatt-Blick,travel,5.44,F,KY,"Psychologist, counselling",0
2/25/19 5:14,"fraud_Kerluke, Considine and Macejkovic",misc_net,54.15,M,IN,Retail banker,0
2/3/19 21:59,fraud_Hammes-Beatty,kids_pets,120.93,F,OR,Systems analyst,0
1/13/19 17:25,"fraud_McDermott, Osinski and Morar",home,77.35,M,NJ,Drilling engineer,0
1/18/19 18:04,"fraud_Berge, Kautzer and Harris",personal_care,22.46,F,ID,Production manager,0
1/11/19 2:59,fraud_Lynch Ltd,shopping_pos,2.6,F,MN,Naval architect,0
2/9/19 8:58,fraud_Pfeffer and Sons,shopping_pos,5.97,M,FL,"Radiographer, therapeutic",0
1/19/19 3:57,"fraud_Lockman, West and Runte",grocery_pos,89.25,F,MI,Immunologist,0
1/28/19 12:43,"fraud_Dare, Fritsch and Zboncak",health_fitness,64.1,F,WV,Sub,0
1/31/19 14:45,fraud_Champlin and Sons,home,30.17,M,MD,Operations geologist,0
1/1/19 23:18,fraud_Bahringer Group,health_fitness,22.34,M,IA,Probation officer,0
1/10/19 20:10,"fraud_Hoppe, Harris and Bednar",entertainment,67.36,M,ND,Administrator,0
2/11/19 19:29,fraud_Kub-Heaney,health_fitness,76.48,M,GA,Audiological scientist,0
1/13/19 22:23,"fraud_Nienow, Barrows and Romaguera",personal_care,26.5,M,PA,Nutritional therapist,0
1/25/19 7:02,fraud_Rau and Sons,grocery_pos,53.21,M,NJ,Operational researcher,0
1/2/19 13:38,fraud_Medhurst PLC,shopping_net,844.8,M,NC,Soil scientist,1
1/18/19 12:14,fraud_Kris-Kertzmann,travel,6.4,F,MO,Agricultural consultant,0
2/24/19 15:15,fraud_Cormier LLC,health_fitness,82.2,F,NY,Records manager,0
2/13/19 13:53,"fraud_Bernhard, Grant and Langworth",shopping_pos,4.38,F,TX,"Copywriter, advertising",0
2/4/19 13:58,fraud_Hackett Group,travel,4.3,M,FL,Town planner,0
2/11/19 21:56,fraud_Reilly and Sons,health_fitness,11.62,F,CA,Occupational psychologist,0
1/13/19 23:57,"fraud_Haley, Jewess and Bechtelar",shopping_pos,9.78,F,OK,Occupational psychologist,0
1/12/19 8:12,fraud_Miller-Hauck,grocery_pos,125.18,M,GA,"Engineer, structural",0
2/25/19 0:43,fraud_Kunze Inc,grocery_pos,130.28,F,CA,"Civil engineer, contracting",0
2/12/19 18:23,fraud_Frami Group,entertainment,73.14,M,NC,Soil scientist,0
1/21/19 10:23,fraud_Heidenreich PLC,grocery_pos,90.99,M,WY,Freight forwarder,0
1/4/19 2:52,"fraud_Lockman, West and Runte",grocery_pos,75.02,M,TX,"Designer, interior/spatial",0
2/17/19 13:19,fraud_Stiedemann Inc,misc_pos,645.19,F,SD,"Development worker, international aid",0
2/23/19 10:34,fraud_O'Keefe-Hudson,grocery_pos,68.99,F,MO,Electronics engineer,0
2/10/19 20:02,"fraud_Turner, Ziemann and Lehner",food_dining,9.1,F,NC,Dispensing optician,0
2/9/19 22:17,"fraud_Baumbach, Feeney and Morar",shopping_net,6.14,F,TN,"Designer, industrial/product",0
2/10/19 21:18,fraud_Schaefer Ltd,kids_pets,50.01,M,VT,"Development worker, community",0
1/26/19 21:35,fraud_Erdman-Schaden,personal_care,43.31,F,NJ,Senior tax professional/tax inspector,0
2/11/19 14:03,"fraud_Prosacco, Kreiger and Kovacek",home,18.54,M,OK,"Psychotherapist, child",0
3/2/19 1:35,fraud_Corwin-Collins,gas_transport,10.45,F,MD,Maintenance engineer,1
2/13/19 4:07,fraud_Parisian and Sons,gas_transport,57.39,F,PA,Energy manager,0
1/14/19 2:15,fraud_Emard Inc,gas_transport,52.99,F,TX,Press sub,0
1/22/19 1:47,fraud_O'Keefe-Hudson,grocery_pos,44.36,M,MI,"Doctor, hospital",0
2/4/19 3:48,"fraud_Langworth, Boehm and Gulgowski",shopping_net,3.36,F,AL,Physiological scientist,0
2/20/19 17:17,"fraud_Schroeder, Hauck and Treutel",entertainment,3.38,M,MI,"Social research officer, government",0
2/12/19 3:41,fraud_Cole PLC,grocery_pos,297.4,F,IL,Trading standards officer,1
2/5/19 19:36,fraud_Padberg-Rogahn,entertainment,84.1,M,PA,Dealer,0
1/16/19 13:34,"fraud_Hauck, Dietrich and Funk",kids_pets,7.42,F,WA,Special educational needs teacher,0
2/18/19 22:12,fraud_Schumm PLC,health_fitness,18.79,F,TN,Geochemist,1
1/24/19 9:55,fraud_McDermott-Weimann,grocery_pos,74.72,M,NM,Historic buildings inspector/conservation officer,0
2/10/19 13:17,fraud_Parker-Kunde,personal_care,28.57,M,LA,"Psychologist, forensic",0
2/24/19 18:21,fraud_Turner LLC,travel,7.26,F,NE,Telecommunications researcher,0
1/14/19 17:09,fraud_Heathcote LLC,shopping_net,242.98,F,FL,Private music teacher,0
2/3/19 6:14,fraud_Harris Inc,gas_transport,40.47,F,PA,Tree surgeon,0
1/13/19 21:38,fraud_Eichmann-Kilback,home,84.71,M,NH,Naval architect,0
1/7/19 22:48,"fraud_Hills, Hegmann and Schaefer",health_fitness,75.88,F,WV,Forensic psychologist,0
1/3/19 22:09,"fraud_Johnson, Runolfsdottir and Mayer",misc_net,707.5,F,PA,Public affairs consultant,1
1/14/19 23:43,fraud_Barton LLC,kids_pets,20.63,M,NC,"Scientist, research (maths)",1
1/8/19 9:02,"fraud_Stroman, Hudson and Erdman",gas_transport,53.63,F,PA,Mining engineer,0
1/10/19 13:11,"fraud_Romaguera, Wehner and Tromp",kids_pets,50.3,M,PA,Nutritional therapist,0
1/1/19 12:09,fraud_Keeling-Crist,misc_pos,3.06,M,SC,Materials engineer,0
1/27/19 15:10,"fraud_Schiller, Blanda and Johnson",home,11.48,F,ID,Intelligence analyst,0
2/19/19 15:52,"fraud_Hahn, Bahringer and McLaughlin",personal_care,9.55,F,VA,"Engineer, mining",0
1/25/19 2:46,fraud_Pouros-Haag,shopping_pos,4.73,F,IN,Counsellor,0
1/28/19 3:28,"fraud_Parisian, Schiller and Altenwerth",misc_net,4.63,F,TX,Corporate investment banker,0
2/13/19 17:26,fraud_Wilkinson PLC,kids_pets,65.12,F,MS,"Scientist, clinical (histocompatibility and immunogenetics)",0
2/3/19 22:02,fraud_Herzog Ltd,misc_pos,15.57,M,PA,Retail merchandiser,0
1/21/19 18:45,fraud_Kub PLC,personal_care,52.45,F,KS,Chief Executive Officer,0
2/15/19 16:24,"fraud_Greenholt, O'Hara and Balistreri",shopping_net,8.08,M,MA,Field seismologist,0
2/26/19 17:04,"fraud_Hyatt, Russel and Gleichner",health_fitness,121.94,M,SC,Materials engineer,0
2/18/19 18:08,fraud_Auer LLC,personal_care,3.47,F,SC,Technical brewer,0
2/28/19 15:34,fraud_Carroll PLC,health_fitness,21.29,F,KS,Arboriculturist,1
2/4/19 18:38,"fraud_Roberts, Daniel and Macejkovic",kids_pets,114.2,F,AL,"Presenter, broadcasting",0
2/2/19 2:57,fraud_Kerluke Inc,misc_net,165.8,M,WI,Mining engineer,0
1/15/19 16:26,fraud_Hammes-Beatty,kids_pets,108.32,F,LA,Multimedia programmer,0
1/26/19 15:59,"fraud_Watsica, Haag and Considine",shopping_pos,4.66,M,MI,"Engineer, automotive",0
2/10/19 4:43,"fraud_Kohler, Lindgren and Koelpin",grocery_net,116.46,F,NY,Records manager,0
1/21/19 6:29,"fraud_Labadie, Treutel and Bode",shopping_net,8.17,M,NY,Building surveyor,0
1/15/19 20:14,fraud_Heathcote LLC,shopping_net,1.03,M,IA,IT trainer,0
1/5/19 2:00,"fraud_Willms, Kris and Bergnaum",shopping_pos,8.85,F,NC,Call centre manager,0
2/8/19 10:47,fraud_Kuphal-Predovic,misc_net,34.92,M,ID,Nature conservation officer,0
2/5/19 17:54,fraud_Veum-Koelpin,travel,2.73,F,NY,"Designer, textile",0
3/2/19 2:17,fraud_Schmitt Inc,gas_transport,87.35,F,NM,Educational psychologist,0
1/4/19 19:19,"fraud_Nienow, Barrows and Romaguera",personal_care,67.67,F,CA,"Therapist, horticultural",0
2/6/19 9:19,fraud_Lockman Ltd,grocery_pos,84.2,F,WV,Chief Executive Officer,0
2/9/19 19:56,fraud_Haag-Blanda,food_dining,38.48,F,OH,Farm manager,0
2/28/19 22:40,"fraud_Windler, Goodwin and Kovacek",home,24.79,F,NE,Product designer,0
1/26/19 6:58,fraud_Wuckert-Walter,grocery_net,99.79,M,SC,Mechanical engineer,0
1/9/19 14:10,fraud_Hickle Group,shopping_pos,2.83,M,AL,Minerals surveyor,0
1/22/19 12:28,fraud_Hoppe-Parisian,kids_pets,61.19,M,ME,Tourist information centre manager,0
1/13/19 17:50,fraud_Beier LLC,entertainment,49.34,F,IN,"Psychologist, forensic",0
1/8/19 8:05,fraud_Brekke and Sons,gas_transport,79.21,M,OH,Equities trader,0
2/9/19 13:58,"fraud_Romaguera, Wehner and Tromp",kids_pets,52.23,M,MI,Police officer,0
2/5/19 13:42,"fraud_Eichmann, Hayes and Treutel",travel,8.36,F,AR,Manufacturing engineer,0
1/22/19 21:51,"fraud_Brown, Homenick and Lesch",health_fitness,71.9,M,HI,Physiotherapist,0
1/21/19 19:26,fraud_O'Keefe-Wisoky,food_dining,18.25,M,PA,General practice doctor,0
2/28/19 13:06,fraud_O'Connell-Ullrich,home,112.77,F,WV,Forensic psychologist,0
1/8/19 20:33,fraud_Schoen Ltd,kids_pets,41.27,M,NY,Building surveyor,0
1/1/19 13:37,fraud_Schuppe-Schuppe,food_dining,130.77,F,MD,Quantity surveyor,0
2/13/19 22:16,fraud_Gleason-Macejkovic,shopping_net,1016.39,F,IL,Trading standards officer,1
2/12/19 11:42,"fraud_Willms, Kris and Bergnaum",shopping_pos,4.05,M,IL,"Psychologist, clinical",0
2/2/19 7:14,"fraud_Towne, Greenholt and Koepp",shopping_net,83.41,M,TX,Trading standards officer,0
1/14/19 22:55,fraud_Volkman PLC,food_dining,24.82,F,SC,Chemical engineer,0
1/29/19 0:32,fraud_Daugherty-Thompson,food_dining,22.97,F,LA,Advertising account planner,0
1/15/19 21:53,fraud_Goyette-Gerhold,kids_pets,110.97,F,NY,Chartered loss adjuster,0
2/21/19 14:04,"fraud_Moore, Williamson and Emmerich",home,64.6,F,IA,Engineering geologist,0
1/30/19 7:49,fraud_Paucek-Wiza,grocery_net,31.79,M,PA,Nutritional therapist,0
1/1/19 2:36,fraud_Ledner-Pfannerstill,gas_transport,74.6,M,TX,Land,0
2/26/19 18:16,fraud_Botsford and Sons,home,84.84,F,ID,Intelligence analyst,0
2/26/19 13:57,fraud_Erdman-Durgan,health_fitness,25.77,M,IL,Trade mark attorney,0
1/29/19 17:26,fraud_Lynch Ltd,shopping_pos,8.25,F,AZ,Petroleum engineer,0
1/5/19 22:38,"fraud_Metz, Russel and Metz",kids_pets,83.86,F,OR,Retail merchandiser,0
2/10/19 14:24,fraud_Rolfson-Kunde,personal_care,78.4,F,IL,"Buyer, industrial",0
1/21/19 20:22,"fraud_Dare, Fritsch and Zboncak",health_fitness,5.11,M,ID,Cartographer,0
1/11/19 5:49,"fraud_Kerluke, Considine and Macejkovic",misc_net,94.23,M,VT,Transport planner,0
1/29/19 15:19,fraud_Stark-Koss,home,79.93,M,VT,"Development worker, community",0
2/12/19 13:16,fraud_Waelchi-Wolf,kids_pets,95.36,F,IN,"Psychologist, forensic",0
2/25/19 22:48,"fraud_Fadel, Mertz and Rippin",entertainment,75.57,M,MN,Horticultural therapist,0
2/13/19 14:02,"fraud_Monahan, Bogisich and Ledner",misc_pos,8.95,F,PA,Early years teacher,0
1/30/19 3:03,fraud_Kling Inc,gas_transport,37.94,F,NE,Product designer,0
1/2/19 23:52,fraud_Ruecker Group,misc_net,843.91,M,NC,Soil scientist,1
2/10/19 6:14,"fraud_Towne, Walker and Borer",grocery_net,48.8,F,TX,Phytotherapist,0
2/14/19 19:13,"fraud_Walter, Hettinger and Kessler",personal_care,62.0,F,WV,Chief Executive Officer,0
